전략명,1착군,2착군,3착군,구멍수,적용경주수,전체기준경주수,적중수,적중률,총베팅액,총환수액,이익금,환수율,적중예시
1착(1) / 2착(2~3) / 3착(4~7) 삼쌍,1,2~3,4~7,8,1691,1691,110,0.06505026611472502,1352800.0,2280200.0,927400.0,1.6855410999408633,"부산 20250103 3R (6, 5, 11) @1527.0 | 부산 20250110 6R (10, 6, 4) @1207.0 | 부산 20250302 6R (12, 3, 6) @82.0"
"1착(1) / 2착(2~3) / 3착(4~6,8) 삼쌍",1,2~3,"4~6,8",8,1691,1691,107,0.06327616794795979,1352800.0,2171600.0,818800.0,1.605263157894737,"부산 20250103 3R (6, 5, 11) @1527.0 | 부산 20250110 6R (10, 6, 4) @1207.0 | 부산 20250302 6R (12, 3, 6) @82.0"
1착(1) / 2착(2~3) / 3착(4~8) 삼쌍,1,2~3,4~8,10,1691,1691,124,0.07332939089296274,1691000.0,2670600.0,979600.0,1.5793021880544056,"부산 20250103 3R (6, 5, 11) @1527.0 | 부산 20250110 6R (10, 6, 4) @1207.0 | 부산 20250302 6R (12, 3, 6) @82.0"
1착(1) / 2착(2~4) / 3착(5~7) 삼쌍,1,2~4,5~7,9,1691,1691,113,0.06682436428149024,1521900.0,2386600.0,864700.0,1.5681713647414417,"부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250302 2R (11, 5, 3) @427.0 | 부산 20250309 3R (10, 8, 11) @440.0"
"1착(1) / 2착(2~3,8) / 3착(4~6) 삼쌍",1,"2~3,8",4~6,9,1691,1691,104,0.06150206978119456,1521900.0,2337600.0,815700.0,1.5359747683816283,"부산 20250103 3R (6, 5, 11) @1527.0 | 부산 20250103 4R (10, 6, 12) @1708.0 | 부산 20250110 6R (10, 6, 4) @1207.0"
"1착(1) / 2착(2~3,8) / 3착(4~7) 삼쌍",1,"2~3,8",4~7,12,1691,1691,124,0.07332939089296274,2029200.0,3087500.0,1058300.0,1.5215355805243447,"부산 20250103 3R (6, 5, 11) @1527.0 | 부산 20250103 4R (10, 6, 12) @1708.0 | 부산 20250110 6R (10, 6, 4) @1207.0"
"1착(1~2) / 2착(3~4,7) / 3착(5~6) 삼쌍",1~2,"3~4,7",5~6,12,1691,1691,105,0.06209343583678297,2029200.0,3084700.0,1055500.0,1.5201557263946384,"부산 20250110 3R (3, 6, 9) @127.0 | 부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250119 5R (9, 1, 4) @1895.0"
1착(1~2) / 2착(3~4) / 3착(5~7) 삼쌍,1~2,3~4,5~7,12,1691,1691,113,0.06682436428149024,2029200.0,3082800.0,1053600.0,1.5192193968066232,"부산 20250110 3R (3, 6, 9) @127.0 | 부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250124 6R (10, 8, 3) @88.0"
"1착(1) / 2착(2,4~5) / 3착(3,6~7) 삼쌍",1,"2,4~5","3,6~7",9,1691,1691,107,0.06327616794795979,1521900.0,2309400.0,787500.0,1.517445298639858,"부산 20250105 5R (7, 8, 11) @120.0 | 부산 20250117 4R (11, 2, 1) @258.0 | 부산 20250126 5R (6, 1, 12) @242.0"
1착(1~2) / 2착(5~7) / 3착(3~4) 삼쌍,1~2,5~7,3~4,12,1691,1691,102,0.06031933767001774,2029200.0,3054200.0,1025000.0,1.5051251724817662,"부산 20250328 7R (4, 7, 12) @112.0 | 부산 20250420 6R (9, 10, 8) @62.0 | 부산 20250511 1R (7, 4, 8) @24.0"
